id,company,website,linkedin,twitter,funding,product_summary,overall_score,ai_native_score,interestingness_score,resume_fit_score,hiring_likelihood_score,learning_challenge_score,logistics_score,hiring_status,hiring_evidence,remote_india_fit,research_confidence,tags,evidence_urls,message_short,message_founder
1296,Autumn AI,https://autumnai.com,https://www.linkedin.com/company/autumn-ai-inc/,https://x.com/autumn_ai_inc,,"Autumn AI appears to have AI-related signals, but needs website research for confirmation.",15.0,2,2,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1304,BeeSafe AI,https://beesafe.ai/,https://www.linkedin.com/company/beesafe-ai,https://x.com/daniel_spokoyny,,"BeeSafe AI appears to have AI-related signals, but needs website research for confirmation.",15.0,2,2,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1321,Rhizome AI,https://rhizomeai.com/,https://www.linkedin.com/company/rhizomeai/,,,"Rhizome AI appears to have AI-related signals, but needs website research for confirmation.",15.0,2,1,0,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
1338,Lexius,https://www.lexius.ai,https://www.linkedin.com/company/lexiusss/,,,"Lexius appears to have AI-related signals, but needs website research for confirmation.",15.0,2,2,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1339,Compresr,https://compresr.ai,https://www.linkedin.com/company/compresr/,https://x.com/ivanzakazov?s=21,,"Compresr appears to have AI-related signals, but needs website research for confirmation.",15.0,2,2,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1344,Wayco,https://wayco.ai,https://www.linkedin.com/in/iqbolkhoja/,https://x.com/iqbol_t,,"Wayco appears to have AI-related signals, but needs website research for confirmation.",15.0,2,2,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1348,Luel,https://luel.ai,https://www.linkedin.com/company/luel/,,,"Luel appears to have AI-related signals, but needs website research for confirmation.",15.0,2,2,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1378,Inviscid AI,https://inviscidai.com/,https://linkedin.com/company/inviscid-ai,,,"Inviscid AI appears to have AI-related signals, but needs website research for confirmation.",15.0,2,1,0,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
1386,Protent,https://protent.ai,https://www.linkedin.com/in/bsrihan/,https://x.com/srihanbr,,"Protent appears to have AI-related signals, but needs website research for confirmation.",15.0,2,2,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1388,LegalOS,https://www.legalos.ai,https://www.linkedin.com/company/legalosai/,https://x.com/legalosai,,"LegalOS appears to have AI-related signals, but needs website research for confirmation.",15.0,2,1,0,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
1418,Pay Swifter,https://payswifter.com,https://www.linkedin.com/company/swifterhq,https://twitter.com/payswifter,,"Pay Swifter appears to have AI-related signals, but needs website research for confirmation.",15.0,2,1,0,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
1433,Visual One,https://www.visualone.tech,https://www.linkedin.com/in/ehsan-kamalinejad/,https://twitter.com/VisualOneTech,,"Visual One appears to have AI-related signals, but needs website research for confirmation.",15.0,2,2,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1441,Bikry,https://bikry.com/,https://www.linkedin.com/company/bikryapp/,https://twitter.com/bikryapp,,"Bikry appears to have AI-related signals, but needs website research for confirmation.",15.0,2,1,0,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
1445,Edlyft,http://edlyft.com,https://www.linkedin.com/company/edlyft/,https://twitter.com/bballerika,,"Edlyft appears to have AI-related signals, but needs website research for confirmation.",15.0,2,1,0,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
1451,Kaiten,http://www.onkaiten.com,https://www.linkedin.com/company/kaiten,https://twitter.com/onkaiten,,"Kaiten appears to have AI-related signals, but needs website research for confirmation.",15.0,2,1,0,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
1460,Deep Meditate,https://deepmeditate.com,https://www.linkedin.com/company/26517262,https://twitter.com/DeepMeditateApp,,"Deep Meditate appears to have AI-related signals, but needs website research for confirmation.",15.0,2,1,0,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
1519,Delineate,https://delineate.pro/,https://www.linkedin.com/company/delineate-pro/,,,"Delineate appears to have AI-related signals, but needs website research for confirmation.",15.0,2,1,0,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
1525,Onlook,https://onlook.com/,https://www.linkedin.com/company/onlook-dev,https://x.com/onlookdev,,"Onlook appears to have AI-related signals, but needs website research for confirmation.",15.0,2,2,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1551,Trim,https://trimresearch.com,https://www.linkedin.com/company/trim-research,https://x.com/trimresearch,,"Trim appears to have AI-related signals, but needs website research for confirmation.",15.0,2,2,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
5,PermitPortal,https://permitportalapp.com/,https://www.linkedin.com/company/permitportal/,https://x.com/permitportal,,"PermitPortal appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
13,Roundabout Technologies,https://roundabout.tech,https://linkedin.com/company/roundabout-tech,https://x.com/aitrafficlights,,"Roundabout Technologies appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
20,HealthSpark,https://www.joinhealthspark.com,https://www.linkedin.com/company/health-spark,https://x.com/joinhealthspark,,"HealthSpark appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
22,Avora,https://www.getavora.ai,https://www.linkedin.com/company/avoraai/,,,"Avora appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
25,Smooth,https://smooth.sh,https://www.linkedin.com/company/circlemindai,https://x.com/circlemind_ai,,"Smooth appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
26,Gander,https://usegander.com,https://www.linkedin.com/company/usegander,,,"Gander appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
27,Asha Health,https://asha.health,https://www.linkedin.com/company/asha-health-ai/,https://x.com/asha_health_ai,,"Asha Health appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
30,Symphony,https://getsymphony.co,https://www.linkedin.com/company/talk-to-symphony/,,,"Symphony appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
37,Careforce,https://careforce.ai/,https://www.linkedin.com/company/104092972,,,"Careforce appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
38,Synth,https://www.usesynth.ai,https://www.linkedin.com/company/105503800,https://x.com/UseSynth,,"Synth appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
48,Canvas,https://www.canvas.inc/,https://www.linkedin.com/company/canvasai/,https://x.com/canvasdotinc,,"Canvas appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
49,RiskCube,https://riskcube.com,https://www.linkedin.com/company/riskcube,https://x.com/riskcube_yc,,"RiskCube appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
50,Lightscreen AI,https://lightscreen.ai,https://www.linkedin.com/company/103745353,,,"Lightscreen AI appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
57,Codebuff,https://codebuff.com,https://www.linkedin.com/company/codebuff,https://x.com/codebuffai,,"Codebuff appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
60,coil inc.,http://www.trycoil.com,https://www.linkedin.com/in/eleazar-vega-gonzalez-a1071426/,,,"coil inc. appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
75,Peeba,http://peeba.com/,https://www.linkedin.com/company/peeba,https://twitter.com/Peeba_official,,"Peeba appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
78,nunu.ai,https://nunu.ai,https://www.linkedin.com/company/nunu-ai,https://twitter.com/nunudotai,,"nunu.ai appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
82,Vooma,https://www.vooma.ai,https://www.linkedin.com/company/vooma-inc,https://twitter.com/jessebucks,,"Vooma appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
86,Helios,https://www.usehelios.ai/,https://www.linkedin.com/company/usehelios/,https://twitter.com/ericyanez_,,"Helios appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
99,Demospace,https://www.demospace.ai,https://www.linkedin.com/company/fabra,,,"Demospace appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
101,Alaan,https://www.alaan.com/,https://www.linkedin.com/company/alaanpay,https://twitter.com/alaan_pay,,"Alaan appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
106,Backdrop,https://www.joinbackdrop.com,https://www.linkedin.com/company/joinbackdrop/,https://twitter.com/JoinBackdrop,,"Backdrop appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
110,Stralis Aircraft,https://stralis.aero/,https://www.linkedin.com/company/stralis-aircraft/,,,"Stralis Aircraft appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
122,Miracle,http://www.miracleml.com,https://www.linkedin.com/company/miracleml/,,,"Miracle appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
125,Relace,https://relace.ai,https://www.linkedin.com/company/relace-ai,,,"Relace appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
128,Rubbrband,https://rubbrband.com,https://www.linkedin.com/company/rubbrband/,https://twitter.com/rubbrbandHQ,,"Rubbrband appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
142,Infinia,https://www.infiniaweb.com/,https://www.linkedin.com/company/82592889/,,,"Infinia appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
151,Middleware,https://www.middleware.io,https://www.linkedin.com/company/middleware-labs/,https://twitter.com/middleware_labs/,,"Middleware appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
152,Narrative,https://www.trynarrative.com/,https://www.linkedin.com/company/trynarrative/,https://twitter.com/trynarrative,,"Narrative appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
158,Rainmaker,http://www.rainmaker.nyc,https://www.linkedin.com/company/87153326,https://twitter.com/RainmakerWallet,,"Rainmaker appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
172,Circleback,https://circleback.ai,https://linkedin.com/company/circlebackai,https://twitter.com/circlebackai,,"Circleback appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
174,Shiboleth,https://www.shiboleth.ai/,https://www.linkedin.com/company/shiboleth/about/,https://x.com/garrytan/status/1751066532480987434?s=20,,"Shiboleth appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
175,Clarum,https://clarum.ai,https://www.linkedin.com/company/clarum-ai,https://twitter.com/clarum_ai,,"Clarum appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
177,Sonia,https://soniahealth.com,https://www.linkedin.com/company/sonia-health/,https://twitter.com/Sonia_Health,,"Sonia appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
185,Adapted,https://adapted.app,https://linkedin.com/company/adaptedhealth,https://x.com/AdaptedApp,,"Adapted appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
188,Triply,https://business.triply.co/,https://www.linkedin.com/company/tripitaca/,,,"Triply appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
189,Terrakotta,https://www.terrakotta.ai/,https://www.linkedin.com/company/terrakotta-ai/about/,,,"Terrakotta appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
198,Saga AI,https://usesaga.ai,https://www.linkedin.com/company/102820110/,,,"Saga AI appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
200,sync.,https://sync.so/,https://www.linkedin.com/company/synclabs-ai/,https://x.com/therealprady/status/1680645510103977987?s=20,,"sync. appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
215,Deep24,https://deep24.com,https://www.linkedin.com/company/ultra-advisor,,,"Deep24 appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
218,Ryse,https://www.rysemarket.com/,https://www.linkedin.com/company/ryse-market/,,,"Ryse appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
219,Relari,https://www.relari.ai/,https://www.linkedin.com/company/relari,https://x.com/relariai,,"Relari appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
224,Quivr,https://www.quivr.app/,https://www.linkedin.com/company/getquivr/,https://twitter.com/quivr_brain,,"Quivr appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
226,Zaymo,https://zaymo.com,https://www.linkedin.com/company/zaymo,https://twitter.com/GetZaymo,,"Zaymo appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
227,Latted,https://latted.com,https://linkedin.com/in/aegucer,https://x.com/home,,"Latted appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
229,LemonSlice,https://www.lemonslice.com,https://www.linkedin.com/company/lemonslice,https://twitter.com/LemonSliceAI,,"LemonSlice appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
239,RetailReady,https://www.retailreadyai.com/,https://www.linkedin.com/company/retailreadyai/,,,"RetailReady appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
242,Artos,https://www.artosai.com/,https://www.linkedin.com/company/99344183/admin/feed/posts/,,,"Artos appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
243,PointOne,https://pointone.com/,https://www.linkedin.com/company/pointoneai,https://twitter.com/PointOneAI,,"PointOne appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
244,"Argon AI, Inc.",https://www.argon-ai.com/,https://www.linkedin.com/company/argon-ai/about/?viewAsMember=true,https://twitter.com/ai_argon,,"Argon AI, Inc. appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
245,Resonance,https://www.useresonance.com/,https://www.linkedin.com/company/99332802/admin/feed/posts/,,,"Resonance appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
250,Miden,http://www.miden.co,https://www.linkedin.com/company/tyrus-technologies/,https://twitter.com/TyrusTechHQ,,"Miden appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
251,Draftaid,https://draftaid.io/,https://www.linkedin.com/company/draftaid,,,"Draftaid appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
257,Onyx,https://www.onyx.app/,https://linkedin.com/in/yuhongsun,https://x.com/onyx_dot_app,,"Onyx appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
260,Driver,https://www.driver.ai/,https://www.linkedin.com/company/driver-ai,https://x.com/driver_ai_,,"Driver appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
263,Copper Health,https://www.copperhealth.co/,https://www.linkedin.com/company/copperhealth/,,,"Copper Health appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
267,Greenboard,https://www.greenboard.com,https://www.linkedin.com/company/greenboard-compliance/,,,"Greenboard appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
269,ion design,https://www.ion.design/,https://www.linkedin.com/company/ion-dot-design,https://twitter.com/iondotdesign,,"ion design appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
277,Yarn,https://www.yarn.so,https://www.linkedin.com/company/yarn-so,https://twitter.com/yarn_so,,"Yarn appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
278,Cora,https://www.corahealth.app/download,https://www.linkedin.com/company/coracoach,https://twitter.com/adivganapathi,,"Cora appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
287,Toma,http://www.toma.com/,https://www.linkedin.com/company/tomavoice/,https://twitter.com/toma_voice,,"Toma appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
292,FurtherAI,https://www.furtherai.com/,https://www.linkedin.com/company/furtherai/,https://x.com/furtheraicom/,,"FurtherAI appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
295,Sonauto,https://sonauto.ai/,https://www.linkedin.com/company/sonautoai/,https://twitter.com/SonautoAI,,"Sonauto appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
300,Topo,https://www.topo.io/,https://www.linkedin.com/company/topo-sales,,,"Topo appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
309,Lucite,https://www.lucite.ai/,https://linkedin.com/company/lucitetechnologysolutions/about/,,,"Lucite appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
312,Octolane AI,https://www.octolane.com,https://www.linkedin.com/company/99134096,https://twitter.com/octolane_ai,,"Octolane AI appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
314,Indemni,http://www.indemni.com,https://www.linkedin.com/company/100487698/admin,https://twitter.com/oamdraz,,"Indemni appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
315,Oma Care,https://www.omacare.com,https://www.linkedin.com/company/oma-care1/,https://twitter.com/Arigalbraith,,"Oma Care appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
326,Paradigm,https://www.paradigmai.com/,https://www.linkedin.com/company/tryparadigm/,https://twitter.com/paradigmai,,"Paradigm appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
327,Centauri AI,https://centauri-ai.tech,https://www.linkedin.com/company/101369147/,,,"Centauri AI appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
329,LunaBill,https://lunabill.com/,https://www.linkedin.com/company/lunabill,https://x.com/getlunabill,,"LunaBill appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
340,Bluma,https://www.getbluma.com,https://www.linkedin.com/company/bluma-ai,https://x.com/getbluma,,"Bluma appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
341,Philon,https://philon.ai/,https://www.linkedin.com/company/94854659,https://x.com/alex_petkos,,"Philon appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
344,Leadbay,https://leadbay.ai/,https://www.linkedin.com/company/leadbay,https://x.com/LeadbayAI,,"Leadbay appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
345,Scott AI,https://tryscott.ai,https://www.linkedin.com/company/scott-ai,https://x.com/scott_ai%5C,,"Scott AI appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
346,Piggy Robotics,https://piggyrobotics.com,https://www.linkedin.com/company/piggy-robotics/,https://x.com/PiggyRobotics,,"Piggy Robotics appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
354,Tensr,https://tensr.com/,https://www.linkedin.com/company/tensrinc/,https://x.com/ekberndt,,"Tensr appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
360,Casey,https://www.meetcasey.ai/,https://www.linkedin.com/company/casey-labs/,https://x.com/MaxThoelen,,"Casey appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
361,Nori,https://nori.ai,https://linkedin.com/company/nori,https://twitter.com/NoriDotAi,,"Nori appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
364,Unsiloed AI,https://www.unsiloed.ai/,https://www.linkedin.com/company/unsiloed-ai,https://x.com/UnsiloedHQ,,"Unsiloed AI appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
365,Mod AI,https://usemod.ai,https://www.linkedin.com/company/mod-ai-consulting/,,,"Mod AI appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
367,Exonic,https://exonic.ai,https://www.linkedin.com/company/exonicbio/,https://x.com/exonicai,,"Exonic appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
369,Aside,https://asidehq.com/,https://linkedin.com/in/therne,https://x.com/AsideAI,,"Aside appears to have AI-related signals, but needs website research for confirmation.",13.0,2,1,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
